Problem type,Reported date,Primary action type,Primary action date,Assessment status,Repair date,Lat,Lng,Case status,Last updated
Markings - defective,2023-09-03 00:00:00,Assess,10/09/2023,Assessed,04/10/2023,57.1819594916446,-2.09125265479088,open,06/09/2023
Uneven surface or cracking,2023-09-04 00:00:00,Assess,11/09/2023,,,57.1407079271494,-2.10082411766052,open,04/09/2023
Other - road related,2023-09-04 00:00:00,Assess,11/09/2023,,,57.1273865606846,-2.13041424751282,open,04/09/2023
Markings - defective,2023-09-04 00:00:00,Assess,11/09/2023,,,57.185241333845,-2.14117527008057,open,04/09/2023
Markings - defective,2023-09-05 00:00:00,Assess,12/09/2023,Assessed,05/10/2023,57.1509869971327,-2.09008530120173,open,12/09/2023
Pothole,2023-09-05 00:00:00,Assess,12/09/2023,,,57.1708541497079,-2.12193846702576,open,05/09/2023
Markings - defective,2023-09-06 00:00:00,Assess,13/09/2023,Assessed,06/10/2023,57.1469381858636,-2.21991419792175,open,06/09/2023
Markings - defective,2023-09-06 00:00:00,Assess,13/09/2023,,,57.1574200218715,-2.11274512079171,open,06/09/2023
Pothole,2023-09-06 00:00:00,Assess,13/09/2023,,,57.1632932179775,-2.13693737983704,open,06/09/2023
Other - road related,2023-09-06 00:00:00,Assess,13/09/2023,,,57.1792057245733,-2.13054028339855,open,06/09/2023
Pothole,2023-09-06 00:00:00,Assess,13/09/2023,Assessed,06/10/2023,57.1303546836293,-2.0891672372818,open,07/09/2023
Other - road related,2023-09-07 00:00:00,Assess,14/09/2023,,,57.1463901918184,-2.09689199924469,open,07/09/2023
Other - road related,2023-09-08 00:00:00,Assess,15/09/2023,,,57.169599505709,-2.12577670812607,open,08/09/2023
Markings - defective,2023-09-08 00:00:00,Assess,15/09/2023,Assessed,08/10/2023,57.1453518444118,-2.14904621243477,open,11/09/2023
Markings - defective,2023-09-09 00:00:00,Assess,16/09/2023,Assessed,09/10/2023,57.1507394926938,-2.09856435656803,open,12/09/2023
Markings - defective,2023-09-11 00:00:00,Assess,18/09/2023,Assessed,11/10/2023,57.1987839882248,-2.21437004394488,open,11/09/2023
Markings - defective,2023-09-12 00:00:00,Assess,19/09/2023,Assessed,13/10/2023,57.1469469523136,-2.21985658632434,open,13/09/2023
Other - road related,2023-09-13 00:00:00,Assess,20/09/2023,,,57.2004709996171,-2.22222089767456,open,13/09/2023
Pothole,2023-09-14 00:00:00,Assess,21/09/2023,,,57.1741532220358,-2.13601469993591,open,14/09/2023
Markings - defective,2023-09-14 00:00:00,Assess,21/09/2023,Assessed,14/10/2023,57.1933121812523,-2.11910739541054,open,20/09/2023
Markings - defective,2023-09-14 00:00:00,Assess,21/09/2023,Assessed,15/10/2023,57.1222942603589,-2.11656332015991,open,20/09/2023
Markings - defective,2023-09-16 00:00:00,Assess,23/09/2023,,,57.1449446204099,-2.09935426712036,open,16/09/2023
Other - road related,2023-09-16 00:00:00,Assess,23/09/2023,Assessed,17/10/2023,57.1071624618589,-2.07604050636292,open,19/09/2023
Pothole,2023-09-19 00:00:00,Assess,26/09/2023,,,57.129642028842,-2.11774215102196,open,19/09/2023
Markings - defective,2023-09-20 00:00:00,Assess,27/09/2023,,,57.1449474678542,-2.09934420883783,open,20/09/2023
Markings - defective,2023-09-21 00:00:00,Assess,28/09/2023,Assessed,21/10/2023,57.1168680716646,-2.17440885157885,open,25/09/2023
Other - road related,2023-09-21 00:00:00,Assess,28/09/2023,,,57.1295049158773,-2.15153932571411,open,21/09/2023
Pothole,2023-09-21 00:00:00,Assess,28/09/2023,,,57.1759312350569,-2.09997111590553,open,21/09/2023
Markings - defective,2023-09-22 00:00:00,Assess,29/09/2023,,,57.136765608888,-2.16800540685654,open,22/09/2023
Pothole,2023-09-22 00:00:00,Assess,29/09/2023,,,57.1491636362485,-2.17283070087433,open,22/09/2023
Uneven surface or cracking,2023-09-22 00:00:00,Assess,29/09/2023,,,57.1558322061953,-2.10817337036133,open,22/09/2023
Pothole,2023-09-23 00:00:00,Assess,30/09/2023,Assessed,23/10/2023,57.1343915075496,-2.12616562843323,open,27/09/2023
Pothole,2023-09-25 00:00:00,Assess,02/10/2023,,,57.1454723317823,-2.18415498733521,open,25/09/2023
Other - road related,2023-09-25 00:00:00,Assess,02/10/2023,,,57.1403877582254,-2.09831357002258,open,25/09/2023
Markings - defective,2023-09-25 00:00:00,Assess,02/10/2023,Assessed,25/10/2023,57.1604120839974,-2.09520220756531,open,04/10/2023
Markings - defective,2023-09-26 00:00:00,Assess,03/10/2023,Assessed,26/10/2023,57.1722522609354,-2.13031768798828,open,28/09/2023
Markings - defective,2023-09-29 00:00:00,Assess,06/10/2023,Assessed,29/10/2023,57.1819629863341,-2.09121644497046,open,29/09/2023
Other - road related,2023-09-29 00:00:00,Assess,06/10/2023,,,57.1199015601127,-2.32991695404053,open,29/09/2023
Markings - defective,2023-10-01 00:00:00,Assess,08/10/2023,Assessed,01/11/2023,57.1584579412818,-2.1699982881546,open,04/10/2023
Other - road related,2023-10-02 00:00:00,Assess,09/10/2023,,,57.138241777539,-2.12253245386819,open,02/10/2023
"Utility cover - broken, high/low or missing",2023-10-02 00:00:00,Make safe,02/10/2023,,,57.1473447143095,-2.09691077470779,open,02/10/2023
Other - road related,2023-10-04 00:00:00,Assess,11/10/2023,,,57.1581955207402,-2.13494701405125,open,04/10/2023
Markings - defective,2023-10-08 00:00:00,Assess,15/10/2023,,,57.1409585665124,-2.08998799324036,open,08/10/2023
Zebra or pelican crossing,2023-10-09 00:00:00,Assess,16/10/2023,,,57.1737371800297,-2.15437480404944,open,09/10/2023
Markings - defective,2023-10-09 00:00:00,Assess,16/10/2023,,,57.1524112922572,-2.17884421348572,open,09/10/2023
Pothole,2023-10-09 00:00:00,Assess,16/10/2023,Assessed,08/11/2023,57.1344507606169,-2.12591886520386,open,09/10/2023
Pothole,2023-10-09 00:00:00,Assess,16/10/2023,,,57.1143597922634,-2.17899574143303,open,09/10/2023
Other - road related,2023-10-10 00:00:00,Assess,17/10/2023,,,57.0929534484655,-2.27183103561401,open,10/10/2023
Pothole,2023-10-10 00:00:00,Assess,17/10/2023,,,57.1857371291623,-2.11096823215485,open,10/10/2023
Markings - defective,2023-10-10 00:00:00,Assess,17/10/2023,,,57.1449590326383,-2.09933012723923,open,11/10/2023
Other - road related,2023-10-11 00:00:00,Assess,18/10/2023,,,57.1434030575638,-2.11242198944092,open,11/10/2023
Markings - defective,2023-10-12 00:00:00,Assess,19/10/2023,Assessed,11/11/2023,57.1489952101374,-2.11049023016358,open,12/10/2023
Other - road related,2023-10-12 00:00:00,Assess,19/10/2023,,,57.1695151740083,-2.1409255852177,open,12/10/2023
Markings - defective,2023-10-13 00:00:00,Assess,20/10/2023,,,57.1517079376282,-2.09362518244234,open,13/10/2023
"Cobbles - damaged, missing or uneven",2023-10-13 00:00:00,Assess,20/10/2023,,,57.1441277746774,-2.10019178688526,open,13/10/2023
Other - road related,2023-10-15 00:00:00,Assess,22/10/2023,,,57.1583698645794,-2.13053226470947,open,15/10/2023
Markings - defective,2023-10-16 00:00:00,Assess,23/10/2023,Assessed,15/11/2023,57.1177162159332,-2.18404769897461,open,18/10/2023
Other - road related,2023-10-18 00:00:00,Assess,25/10/2023,,,57.1149825795013,-2.17052131891251,open,18/10/2023
Pothole,2023-10-18 00:00:00,Assess,25/10/2023,,,57.1372236837636,-2.11408325215871,open,18/10/2023
Other - road related,2023-10-19 00:00:00,Assess,26/10/2023,,,57.1906362496856,-2.20044672489166,open,19/10/2023
Other - road related,2023-10-20 00:00:00,Assess,27/10/2023,Assessed,19/11/2023,57.198495380504,-2.18567848205566,open,20/10/2023
Markings - defective,2023-10-21 00:00:00,Assess,28/10/2023,,,57.1199994843948,-2.1504020690918,open,21/10/2023
Markings - defective,2023-10-23 00:00:00,Assess,30/10/2023,,,57.1265142347924,-2.08566427230835,open,23/10/2023
Other - road related,2023-10-24 00:00:00,Assess,31/10/2023,,,57.1223321171458,-2.14214622974396,open,24/10/2023
Pothole,2023-10-24 00:00:00,Assess,31/10/2023,,,57.1295385497248,-2.11732506752014,open,24/10/2023
Pothole,2023-10-25 00:00:00,Assess,01/11/2023,,,57.1424816310014,-2.05987215042114,open,25/10/2023
Markings - defective,2023-10-25 00:00:00,Assess,01/11/2023,,,57.1662770921912,-2.09716290235519,open,25/10/2023
Other - road related,2023-10-26 00:00:00,Assess,02/11/2023,,,57.211812581302,-2.18508586054668,open,26/10/2023
Pothole,2023-10-26 00:00:00,Assess,02/11/2023,,,57.169247742417,-2.10897266864777,open,26/10/2023
Pothole,2023-10-28 00:00:00,Assess,04/11/2023,,,57.1657048837687,-2.14933186769485,open,28/10/2023
Markings - defective,2023-10-30 00:00:00,Assess,06/11/2023,Assessed,29/11/2023,57.1522449923511,-2.14717606315389,open,31/10/2023
Pothole,2023-10-30 00:00:00,Assess,06/11/2023,,,57.1482762048475,-2.09623485803604,open,30/10/2023
Pothole,2023-10-30 00:00:00,Assess,06/11/2023,Assessed,29/11/2023,57.1497536165882,-2.14371372945607,open,31/10/2023
Markings - defective,2023-10-31 00:00:00,Assess,07/11/2023,,,57.152462611843,-2.09414974889341,open,31/10/2023
Markings - defective,2023-10-31 00:00:00,Assess,07/11/2023,Assessed,30/11/2023,57.0955937725131,-2.0934534072876,open,31/10/2023
Other - road related,2023-11-01 00:00:00,Assess,08/11/2023,,,57.136298266891,-2.09555581214772,open,01/11/2023
Markings - defective,2023-11-02 00:00:00,Assess,09/11/2023,Assessed,02/12/2023,57.135849902747,-2.11502909660339,open,09/11/2023
Other - road related,2023-11-02 00:00:00,Assess,09/11/2023,,,57.1567052959721,-2.14044034481049,open,02/11/2023
Lit bollard - damaged or missing,2023-11-02 00:00:00,Assess,09/11/2023,Assessed,02/12/2023,57.1769306331008,-2.12239265420067,open,03/11/2023
Pothole,2023-11-02 00:00:00,Assess,09/11/2023,,,57.1119806669657,-2.31753587722778,open,02/11/2023
Pothole,2023-11-03 00:00:00,Assess,10/11/2023,,,57.1644800046316,-2.16923117637634,open,03/11/2023
Pothole,2023-11-04 00:00:00,Assess,11/11/2023,,,57.1323192814273,-2.08192116580904,open,04/11/2023
Markings - defective,2023-11-06 00:00:00,Assess,13/11/2023,Assessed,06/12/2023,57.1528731393717,-2.09204643297198,open,13/11/2023
Pothole,2023-11-06 00:00:00,Assess,13/11/2023,,,57.1634328419139,-2.1397590637207,open,06/11/2023
Other - road related,2023-11-06 00:00:00,Assess,13/11/2023,,,57.1735645325142,-2.11443901062012,open,06/11/2023
Pothole,2023-11-07 00:00:00,Assess,14/11/2023,,,57.1675646558349,-2.08555578551824,open,07/11/2023
Markings - defective,2023-11-08 00:00:00,Assess,15/11/2023,Assessed,08/12/2023,57.1389778450424,-2.14273631572723,open,13/11/2023
Markings - defective,2023-11-08 00:00:00,Assess,15/11/2023,,,57.1946197542292,-2.2102153301239,open,08/11/2023
Pothole,2023-11-08 00:00:00,Assess,15/11/2023,,,57.1676495590742,-2.08554223179817,open,08/11/2023
Other - road related,2023-11-09 00:00:00,Assess,16/11/2023,,,57.163497836038,-2.12165946141226,open,09/11/2023
Pothole,2023-11-09 00:00:00,Assess,16/11/2023,Assessed,10/12/2023,57.1604073092719,-2.11544550955296,open,10/11/2023
Markings - defective,2023-11-10 00:00:00,Assess,17/11/2023,Assessed,10/12/2023,57.1446498709758,-2.1015590429306,open,16/11/2023
Other - road related,2023-11-10 00:00:00,Assess,17/11/2023,,,57.1486064905006,-2.09868103265762,open,10/11/2023
Uneven surface or cracking,2023-11-10 00:00:00,Assess,17/11/2023,,,57.120459615845,-2.11824238300323,open,10/11/2023
Pothole,2023-11-10 00:00:00,Assess,17/11/2023,,,57.1502650886323,-2.17216908942646,open,10/11/2023
Uneven surface or cracking,2023-11-11 00:00:00,Assess,18/11/2023,,,57.1287270836158,-2.15811610221863,open,11/11/2023
Other - road related,2023-11-11 00:00:00,Assess,18/11/2023,,,57.1412467870152,-2.09911286830902,open,11/11/2023
Lit bollard - damaged or missing,2023-11-11 00:00:00,Assess,18/11/2023,Assessed,12/12/2023,57.1523218711091,-2.13194007120421,open,15/11/2023
Uneven surface or cracking,2023-11-12 00:00:00,Assess,19/11/2023,,,57.1514580356867,-2.16746557824081,open,12/11/2023
Pothole,2023-11-13 00:00:00,Assess,20/11/2023,Assessed,14/12/2023,57.1639715163005,-2.15001583099365,open,14/11/2023
Pothole,2023-11-13 00:00:00,Assess,20/11/2023,,,57.1492091951086,-2.11707562208176,open,13/11/2023
Uneven surface or cracking,2023-11-14 00:00:00,Assess,21/11/2023,,,57.127049436222,-2.14306344209035,open,14/11/2023
Markings - defective,2023-11-14 00:00:00,Assess,21/11/2023,Assessed,14/12/2023,57.1237153193604,-2.08742380142212,open,14/11/2023
Other - road related,2023-11-14 00:00:00,Assess,21/11/2023,Assessed,14/12/2023,57.1498997722109,-2.11881821373481,open,14/11/2023
Pothole,2023-11-14 00:00:00,Assess,21/11/2023,,,57.1755996427137,-2.09051370620727,open,14/11/2023
Other - road related,2023-11-15 00:00:00,Assess,22/11/2023,Assessed,15/12/2023,57.1305293111568,-2.13119745254517,open,15/11/2023
Markings - defective,2023-11-16 00:00:00,Assess,23/11/2023,Assessed,16/12/2023,57.1469611712889,-2.21972644329071,open,16/11/2023
Other - road related,2023-11-17 00:00:00,Assess,24/11/2023,,,57.1344832376299,-2.08478450775146,open,17/11/2023
Crash barrier - damaged or broken,2023-11-17 00:00:00,Assess,24/11/2023,,,57.1303272221199,-2.24757313728333,open,17/11/2023
Pothole,2023-11-17 00:00:00,Assess,24/11/2023,,,57.1288934604007,-2.1076580195222,open,17/11/2023
Pothole,2023-11-18 00:00:00,Assess,25/11/2023,,,57.1689506445073,-2.14032500982285,open,18/11/2023
Markings - defective,2023-11-18 00:00:00,Assess,25/11/2023,,,57.1449779494512,-2.09929458796978,open,18/11/2023
Other - road related,2023-11-19 00:00:00,Assess,26/11/2023,,,57.1338125860797,-2.08656549453735,open,19/11/2023
Pothole,2023-11-20 00:00:00,Assess,27/11/2023,,,57.1397668780097,-2.10359215754806,open,20/11/2023
Markings - defective,2023-11-20 00:00:00,Assess,27/11/2023,Assessed,20/12/2023,57.1505955989573,-2.11400985717773,open,21/11/2023
Pothole,2023-11-21 00:00:00,Assess,28/11/2023,,,57.1857076269153,-2.11066514253616,open,21/11/2023
Markings - defective,2023-11-21 00:00:00,Assess,28/11/2023,Assessed,21/12/2023,57.1450726725427,-2.10924357175827,open,26/01/2024
Other - road related,2023-11-21 00:00:00,Assess,28/11/2023,,,57.1403022126221,-2.10364580154419,open,21/11/2023
Overhanging vegetation,2023-11-22 00:00:00,Assess,29/11/2023,,,57.1784567864931,-2.16956377029419,open,22/11/2023
Other - road related,2023-11-22 00:00:00,Assess,29/11/2023,,,57.147943006201,-2.09542751312256,open,22/11/2023
Pothole,2023-11-22 00:00:00,Assess,29/11/2023,,,57.1857379921992,-2.11050689220428,open,22/11/2023
Markings - defective,2023-11-23 00:00:00,Assess,30/11/2023,Assessed,23/12/2023,57.1600386491904,-2.1142190694809,open,24/11/2023
Other - road related,2023-11-23 00:00:00,Assess,30/11/2023,,,57.1481652943184,-2.10807949304581,open,23/11/2023
Uneven surface or cracking,2023-11-23 00:00:00,Assess,30/11/2023,,,57.1793523301557,-2.2148072719574,open,23/11/2023
Markings - defective,2023-11-23 00:00:00,Assess,30/11/2023,Assessed,24/12/2023,57.1417728690059,-2.11314503933863,open,24/11/2023
Other - road related,2023-11-24 00:00:00,Assess,01/12/2023,Assessed,24/12/2023,57.1632570392934,-2.07954883575439,open,24/11/2023
Markings - defective,2023-11-24 00:00:00,Assess,01/12/2023,Assessed,24/12/2023,57.140438761528,-2.11345419683312,open,27/11/2023
Other - road related,2023-11-27 00:00:00,Assess,04/12/2023,,,57.1198517560511,-2.09371626377106,open,27/11/2023
Pothole,2023-11-27 00:00:00,Assess,04/12/2023,,,57.1680088096916,-2.08645820617676,open,27/11/2023
Markings - defective,2023-11-28 00:00:00,Assess,05/12/2023,,,57.139948916367,-2.12542533874512,open,28/11/2023
Markings - defective,2023-11-28 00:00:00,Assess,05/12/2023,Assessed,28/12/2023,57.1469592342454,-2.2198048979044,open,29/11/2023
Other - road related,2023-11-29 00:00:00,Assess,06/12/2023,,,57.1215846700364,-2.18245033799064,open,29/11/2023
Markings - defective,2023-11-29 00:00:00,Assess,06/12/2023,,,57.1449688548308,-2.09930866956711,open,29/11/2023
Markings - defective,2023-12-01 00:00:00,Assess,08/12/2023,Assessed,31/12/2023,57.173806770626,-2.15426981449127,open,26/01/2024
Pothole,2023-12-02 00:00:00,Assess,09/12/2023,,,57.1536591450962,-2.17709149196708,open,02/12/2023
Markings - defective,2023-12-03 00:00:00,Assess,10/12/2023,,,57.145464749244,-2.1123712220276,open,03/12/2023
Other - road related,2023-12-03 00:00:00,Assess,10/12/2023,,,57.2047410089744,-2.0953631401062,open,03/12/2023
Pothole,2023-12-04 00:00:00,Assess,11/12/2023,Assessed,03/01/2024,57.1246593859036,-2.10463285446167,open,26/01/2024
Markings - defective,2023-12-04 00:00:00,Assess,11/12/2023,Assessed,03/01/2024,57.1596260833638,-2.099952076303,open,26/01/2024
Pothole,2023-12-04 00:00:00,Assess,11/12/2023,,,57.1689172093401,-2.09814190864563,open,04/12/2023
Pothole,2023-12-05 00:00:00,Assess,12/12/2023,,,57.0961607091291,-2.26329624652863,open,05/12/2023
Other - road related,2023-12-05 00:00:00,Assess,12/12/2023,,,57.1737661856305,-2.13374823331833,open,05/12/2023
Markings - defective,2023-12-05 00:00:00,Assess,12/12/2023,Assessed,05/01/2024,57.1506248337074,-2.1155709028244,open,26/01/2024
Pothole,2023-12-06 00:00:00,Assess,13/12/2023,Assessed,05/01/2024,57.1864531248946,-2.09471940994263,open,26/01/2024
Other - road related,2023-12-06 00:00:00,Assess,13/12/2023,,,57.1227671034109,-2.09466576576233,open,06/12/2023
Pothole,2023-12-06 00:00:00,Assess,13/12/2023,,,57.1746529192346,-2.1885484457016,open,06/12/2023
Uneven surface or cracking,2023-12-06 00:00:00,Assess,13/12/2023,,,57.200723813115,-2.1754914522171,open,06/12/2023
Pothole,2023-12-08 00:00:00,Assess,15/12/2023,,,57.130167491153,-2.14740470051765,open,08/12/2023
Markings - defective,2023-12-08 00:00:00,Assess,15/12/2023,Assessed,07/01/2024,57.1226000938597,-2.14351683855057,open,26/01/2024
Markings - defective,2023-12-08 00:00:00,Assess,15/12/2023,Assessed,08/01/2024,57.1306241868252,-2.11463212966919,open,30/01/2024
Pothole,2023-12-09 00:00:00,Assess,16/12/2023,,,57.1288132473814,-2.14476943016052,open,09/12/2023
Pothole,2023-12-10 00:00:00,Assess,17/12/2023,,,57.1009316761253,-2.27129995822906,open,10/12/2023
Other - road related,2023-12-11 00:00:00,Assess,18/12/2023,,,57.1298764935645,-2.16720342636108,open,11/12/2023
Pothole,2023-12-11 00:00:00,Assess,18/12/2023,,,57.1445267740081,-2.15774059295654,open,11/12/2023
Markings - defective,2023-12-11 00:00:00,Assess,18/12/2023,Assessed,10/01/2024,57.1249580415397,-2.08896741271019,open,26/01/2024
Pothole,2023-12-12 00:00:00,Assess,19/12/2023,,,57.1377596760974,-2.12191164493561,open,12/12/2023
Uneven surface or cracking,2023-12-12 00:00:00,Assess,19/12/2023,,,57.1200234193797,-2.11351096630096,open,12/12/2023
Other - road related,2023-12-12 00:00:00,Assess,19/12/2023,,,57.1274654939266,-2.13063150644302,open,12/12/2023
Other - road related,2023-12-13 00:00:00,Assess,20/12/2023,,,57.1366896064027,-2.080919444561,open,13/12/2023
Markings - defective,2023-12-13 00:00:00,Assess,20/12/2023,,,57.1498715839183,-2.10847645998001,open,13/12/2023
Markings - defective,2023-12-13 00:00:00,Assess,20/12/2023,Assessed,12/01/2024,57.1484502609998,-2.10925772506016,open,26/01/2024
Pothole,2023-12-13 00:00:00,Assess,20/12/2023,,,57.1579679348073,-2.16403841972351,open,13/12/2023
Pothole,2023-12-14 00:00:00,Assess,21/12/2023,,,57.1520303023031,-2.1669458225233,open,14/12/2023
Uneven surface or cracking,2023-12-15 00:00:00,Assess,22/12/2023,,,57.1793819964854,-2.21471607685089,open,15/12/2023
Pothole,2023-12-15 00:00:00,Assess,22/12/2023,,,57.1001874808459,-2.09525585174561,open,15/12/2023
Pothole,2023-12-15 00:00:00,Assess,22/12/2023,Assessed,14/01/2024,57.1291161382669,-2.18669772148132,open,26/01/2024
Oil or Fuel spill,2023-12-16 00:00:00,Make safe,16/12/2023,,,57.1428568074522,-2.11280822753906,open,16/12/2023
Subsidence,2023-12-16 00:00:00,Make safe,16/12/2023,,,57.1428516882377,-2.11293690172397,open,16/12/2023
Other - road related,2023-12-16 00:00:00,Assess,23/12/2023,,,57.1468652849125,-2.12207391858101,open,16/12/2023
Pothole,2023-12-16 00:00:00,Assess,23/12/2023,,,57.1704208798939,-2.25883701420571,open,16/12/2023
Pothole,2023-12-18 00:00:00,Assess,25/12/2023,,,57.1687474313884,-2.13879346847534,open,18/12/2023
Other - road related,2023-12-19 00:00:00,Assess,26/12/2023,,,57.1385583311684,-2.09782492602244,open,19/12/2023
Pothole,2023-12-19 00:00:00,Assess,26/12/2023,,,57.1397994747164,-2.10362300276756,open,19/12/2023
Markings - defective,2023-12-19 00:00:00,Assess,26/12/2023,,,57.2058651773366,-2.19091549515724,open,19/12/2023
"Utility cover - broken, high/low or missing",2023-12-20 00:00:00,Make safe,20/12/2023,,,57.1275949258815,-2.09404349327087,open,20/12/2023
Pothole,2023-12-20 00:00:00,Assess,27/12/2023,,,57.1854680877832,-2.10518002510071,open,20/12/2023
Other - road related,2023-12-20 00:00:00,Assess,27/12/2023,,,57.1545310796221,-2.16923385858536,open,20/12/2023
Pothole,2023-12-21 00:00:00,Assess,28/12/2023,,,57.1843833477571,-2.1020096540451,open,21/12/2023
Other - road related,2023-12-21 00:00:00,Assess,28/12/2023,,,57.0985825855241,-2.25678971037269,open,21/12/2023
"Utility cover - broken, high/low or missing",2023-12-21 00:00:00,Make safe,21/12/2023,,,57.2193957141178,-2.20770478248596,open,21/12/2023
Markings - defective,2023-12-22 00:00:00,Assess,29/12/2023,,,57.1526184211765,-2.0899598300457,open,22/12/2023
Pothole,2023-12-22 00:00:00,Assess,29/12/2023,,,57.1496465254838,-2.09380209445953,open,22/12/2023
Other - road related,2023-12-22 00:00:00,Assess,29/12/2023,,,57.1475692454147,-2.24691867828369,open,22/12/2023
Pothole,2023-12-23 00:00:00,Assess,30/12/2023,,,57.1697572715318,-2.15529978275299,open,23/12/2023
Pothole,2023-12-27 00:00:00,Assess,03/01/2024,,,57.1365353495322,-2.09614098072052,open,27/12/2023
Other - road related,2023-12-28 00:00:00,Assess,04/01/2024,,,57.1581767642796,-2.13780641555786,open,28/12/2023
Crash barrier - damaged or broken,2023-12-29 00:00:00,Assess,05/01/2024,,,57.1851123305827,-2.12024331092834,open,29/12/2023
Pothole,2023-12-29 00:00:00,Assess,05/01/2024,,,57.1687556112862,-2.16519713401794,open,29/12/2023
Uneven surface or cracking,2023-12-29 00:00:00,Assess,05/01/2024,,,57.2220518492029,-2.27649807929993,open,29/12/2023
Other - road related,2023-12-29 00:00:00,Assess,05/01/2024,,,57.1416334908244,-2.12106943130493,open,29/12/2023
Pothole,2023-12-30 00:00:00,Assess,06/01/2024,,,57.1699826095372,-2.15369045734406,open,30/12/2023
Markings - defective,2023-12-30 00:00:00,Assess,06/01/2024,Assessed,29/01/2024,57.1469634334541,-2.21966408193111,open,28/02/2024
Uneven surface or cracking,2023-12-30 00:00:00,Assess,06/01/2024,,,57.1390986789025,-2.11273044347763,open,30/12/2023
Pothole,2023-12-31 00:00:00,Assess,07/01/2024,,,57.1493771577095,-2.12331175804138,open,31/12/2023
"Utility cover - broken, high/low or missing",2023-12-31 00:00:00,Make safe,01/01/2024,,,57.1550113757255,-2.16973006725311,open,31/12/2023
Pothole,2024-01-02 00:00:00,Assess,09/01/2024,,,57.167806136736,-2.0911384767453,open,02/01/2024
Other - road related,2024-01-02 00:00:00,Assess,09/01/2024,,,57.1560420023761,-2.11520612239838,open,02/01/2024
Pothole,2024-01-03 00:00:00,Assess,10/01/2024,,,57.2038352570272,-2.15447902679443,open,03/01/2024
Pothole,2024-01-04 00:00:00,Assess,11/01/2024,Assessed,03/02/2024,57.1744475178437,-2.18566238880157,open,26/01/2024
Pothole,2024-01-04 00:00:00,Assess,11/01/2024,,,57.1596698106495,-2.14423835277557,open,04/01/2024
Crash barrier - damaged or broken,2024-01-04 00:00:00,Assess,11/01/2024,,,57.1729010414675,-2.13693737983704,open,04/01/2024
Uneven surface or cracking,2024-01-04 00:00:00,Assess,11/01/2024,,,57.1078739029685,-2.24067315459251,open,04/01/2024
Oil or Fuel spill,2024-01-05 00:00:00,Make safe,05/01/2024,,,57.2019785016178,-2.09028840065002,open,05/01/2024
Pothole,2024-01-05 00:00:00,Assess,12/01/2024,,,57.1192837028868,-2.15385675430298,open,05/01/2024
Pothole,2024-01-06 00:00:00,Assess,13/01/2024,,,57.1842658036338,-2.11509346961975,open,06/01/2024
Uneven surface or cracking,2024-01-06 00:00:00,Assess,13/01/2024,,,57.1514536745857,-2.16792386338057,open,06/01/2024
Pothole,2024-01-07 00:00:00,Assess,14/01/2024,,,57.1076064569723,-2.23517060279846,open,07/01/2024
Pothole,2024-01-08 00:00:00,Assess,15/01/2024,,,57.1857273291498,-2.11060144007206,open,08/01/2024
Lit bollard - damaged or missing,2024-01-08 00:00:00,Assess,15/01/2024,Assessed,07/02/2024,57.1478937376631,-2.21759578969795,open,26/01/2024
Other - road related,2024-01-08 00:00:00,Assess,15/01/2024,,,57.172348320157,-2.18647772446616,open,08/01/2024
Other - road related,2024-01-09 00:00:00,Assess,16/01/2024,,,57.1442040283385,-2.17263221740723,open,09/01/2024
Uneven surface or cracking,2024-01-09 00:00:00,Assess,16/01/2024,,,57.1580383023798,-2.13869690895081,open,09/01/2024
Pothole,2024-01-10 00:00:00,Assess,17/01/2024,,,57.0981600761505,-2.2668582201004,open,10/01/2024
Other - road related,2024-01-10 00:00:00,Assess,17/01/2024,,,57.1607204435113,-2.1388578414917,open,10/01/2024
Pothole,2024-01-11 00:00:00,Assess,18/01/2024,,,57.1857367506965,-2.11012601852417,open,11/01/2024
Other - road related,2024-01-11 00:00:00,Assess,18/01/2024,,,57.1541303071882,-2.10368134081364,open,11/01/2024
Pothole,2024-01-12 00:00:00,Assess,19/01/2024,,,57.1681844228527,-2.22025215625763,open,12/01/2024
Other - road related,2024-01-12 00:00:00,Assess,19/01/2024,Assessed,11/02/2024,57.2047433287889,-2.09542617201805,open,26/01/2024
Pothole,2024-01-13 00:00:00,Assess,20/01/2024,,,57.1060612363377,-2.22787499427795,open,13/01/2024
Other - road related,2024-01-15 00:00:00,Assess,22/01/2024,,,57.148284203091,-2.22410917282104,open,15/01/2024
Pothole,2024-01-15 00:00:00,Assess,22/01/2024,,,57.1482933921417,-2.224280834198,open,15/01/2024
Other - road related,2024-01-16 00:00:00,Assess,23/01/2024,,,57.1294244857401,-2.21717834472656,open,16/01/2024
Pothole,2024-01-16 00:00:00,Assess,23/01/2024,,,57.1675200626614,-2.12257146835327,open,16/01/2024
Pothole,2024-01-17 00:00:00,Assess,24/01/2024,,,57.1856065378208,-2.11096286773682,open,17/01/2024
Pothole,2024-01-18 00:00:00,Assess,25/01/2024,,,57.1856885719487,-2.1095734834671,open,18/01/2024
Other - road related,2024-01-18 00:00:00,Assess,25/01/2024,,,57.1355269990485,-2.21752166748047,open,18/01/2024
Pothole,2024-01-19 00:00:00,Assess,26/01/2024,,,57.1857226371392,-2.11010897333267,open,19/01/2024
